Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Provision for Loan Losses";"Non-Cash Items";"Change in Working Capital";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Loans & Interbank";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Effect of Foreign Exchange Rates";"Net Change in Cash"
FMBH;743187;USD;2018;Q1;2018-03-31;2018-05-04;12671017;12688247;8390000;1731000;1055000;11313000;-11777000;10712000;-234000;-38223000;;-38267000;;-938000;150000;-6489000;;-34044000
FMBH;743187;USD;2018;Q2;2018-06-30;2018-08-07;13956674;13974048;10037000;1747000;1877000;13534000;-19861000;7334000;-519000;-35750000;;-14254000;;2922000;36018000;37660000;;30740000
FMBH;743187;USD;2018;Q3;2018-09-30;2018-11-09;15290539;15306218;8234000;1953000;2551000;21824000;-26168000;8394000;-1012000;-25335000;0;-12446000;0;22960000;256000;-17038000;;-21090000
FMBH;743187;USD;2018;Q4;2018-12-31;2019-03-05;16030274;16033827;9939000;2450000;3184000;17970000;-17808000;15735000;-1347000;2643000;46066000;54006000;-4936000;-27566000;83000;7174000;;76915000
FMBH;743187;USD;2019;Q1;2019-03-31;2019-05-07;16665999;16704779;13316000;2430000;947000;11348000;-10623000;17418000;-987000;45188000;;52024000;;-1467000;216000;21706000;;91148000
FNB;446814;USD;2010;Q2;2010-06-30;2010-08-05;113878018;114315174;17922000;5978000;12239000;-1024000;11846000;46961000;-2047000;-91315000;;-184043000;-13816000;-20015000;1900000;8621000;;-128461000
FNB;446814;USD;2010;Q3;2010-09-30;2010-11-05;113983990;114486251;17217000;6320000;12313000;-2425000;-1440000;31985000;-1912000;-58723000;;-56142000;-13828000;79394000;1576000;130311000;;106154000
FNB;446814;USD;2010;Q4;2010-12-31;2011-02-25;114079543;114261132;23533000;5701000;10807000;2049000;8230000;50320000;-4505000;-107980000;;-187411000;-13843000;-74671000;1833000;-38359000;;-175450000
FNB;446814;USD;2011;Q1;2011-03-31;2011-05-06;120193233;120952973;17175000;7532000;8228000;920000;118633000;152488000;-2705000;-79454000;23361000;-139134000;-14403000;-42501000;1186000;144983000;;158337000
FNB;446814;USD;2011;Q2;2011-06-30;2011-08-05;123254895;124094789;22362000;4335000;8551000;595000;12915000;48758000;-4138000;-146742000;14000;-218533000;-15349000;11720000;64962000;69000000;;-100775000
FNB;446814;USD;2011;Q3;2011-09-30;2011-11-08;126473473;127341543;23773000;5041000;8573000;5810000;7505000;50702000;-2805000;-97701000;-1000;-56819000;-15362000;90865000;2460000;49719000;;43602000
FNB;446814;USD;2011;Q4;2011-12-31;2012-02-28;126662095;127659007;23737000;5519000;8289000;-6203000;6240000;37582000;-7467000;-88565000;0;130456000;-15572000;-100821000;2445000;-191820000;;-23782000
FNB;446814;USD;2012;Q1;2012-03-31;2012-05-09;138898581;140386625;21582000;5467000;6572000;8116000;324076000;365813000;-2325000;-31878000;203538000;-394730000;-16858000;-142781000;1211000;84686000;;55769000
FNB;446814;USD;2012;Q2;2012-06-30;2012-08-08;139093641;140534032;29130000;8203000;7027000;-2441000;18266000;60185000;-5779000;-75473000;0;-79013000;-16917000;57030000;3170000;-23136000;;-41964000
FNB;446814;USD;2012;Q3;2012-09-30;2012-11-08;139228812;140764052;30743000;8319000;8429000;18831000;-12388000;53934000;164000;-131627000;0;-120837000;-16930000;84750000;2205000;211739000;;144836000
FNB;446814;USD;2012;Q4;2012-12-31;2013-02-28;139320054;140875951;28955000;9838000;9274000;-15341000;31372000;64098000;-4840000;-170612000;0;-198923000;-16941000;62652000;2309000;6275000;;-128550000
FNB;446814;USD;2013;Q1;2013-03-31;2013-05-09;139650495;141066190;28538000;8181000;7541000;4331000;-21614000;26977000;1783000;-80520000;;-82258000;-16927000;-135823000;-696000;-22167000;;-77448000
FNB;446814;USD;2013;Q2;2013-06-30;2013-08-08;144380873;145844164;29193000;7265000;7903000;4844000;124669000;173874000;-3636000;-182069000;;-196427000;-17541000;18250000;2669000;91059000;;68506000
FNB;446814;USD;2013;Q3;2013-09-30;2013-11-08;144759887;146446442;31634000;6399000;7280000;18875000;-797000;63391000;-5892000;-211344000;0;-208660000;-17560000;134951000;2636000;198676000;;53407000
FNB;446814;USD;2013;Q4;2013-12-31;2014-02-28;155956673;157881220;28439000;8923000;8366000;2149000;33974000;81851000;-7137000;-169635000;99651000;-117074000;87664000;-29080000;57483000;-34305000;;-69528000
FNB;446814;USD;2014;Q1;2014-03-31;2014-05-09;162186395;163967246;34524000;8339000;7006000;-11155000;205401000;244115000;-6042000;-140938000;26964000;-447874000;-22338000;43498000;3755000;236031000;;32272000
FNB;446814;USD;2014;Q2;2014-06-30;2014-08-08;166185080;167867608;34831000;7951000;10405000;-1983000;5230000;56434000;-1979000;-397206000;94000;-509923000;-22117000;377678000;2621000;477956000;;24467000
FNB;446814;USD;2014;Q3;2014-09-30;2014-11-07;167260386;168884127;35391000;12717000;11197000;-5506000;24151000;77950000;-4559000;-350299000;32977000;-407111000;-22121000;216392000;1419000;296409000;;-32752000
FNB;446814;USD;2014;Q4;2014-12-31;2015-02-27;173759763;175596399;39304000;11112000;10040000;38883000;-31019000;68320000;-7658000;-304175000;-55000;-373348000;-22996000;440500000;5062000;354453000;;49425000
FNB;446814;USD;2015;Q1;2015-03-31;2015-05-08;174152283;175825976;40343000;11725000;8136000;2780000;3305000;66289000;-6199000;-167685000;;-225657000;-23002000;-301139000;4775000;106221000;;-53147000
FNB;446814;USD;2015;Q2;2015-06-30;2015-08-07;174940911;176361840;40131000;10146000;8864000;-243000;-19952000;38946000;-2452000;-234531000;;-336184000;-23170000;-231827000;2997000;300471000;;3233000
FNB;446814;USD;2015;Q3;2015-09-30;2015-11-06;175343789;176512832;40053000;9541000;10777000;-649000;19920000;79642000;1347000;-255370000;;-65220000;-23188000;-220218000;2743000;6865000;;21287000
FNB;446814;USD;2015;Q4;2015-12-31;2016-02-26;175450157;176655164;39122000;12537000;12664000;-7186000;-18534000;38603000;-2419000;-328413000;-3530000;-515605000;-23192000;860407000;2216000;707355000;;230353000
FNB;446814;USD;2016;Q1;2016-03-31;2016-05-06;193585702;194877922;26132000;11759000;11768000;-4845000;49057000;93871000;-13878000;-122982000;46854000;44919000;-27304000;-696584000;1232000;-281964000;;-143174000
FNB;446814;USD;2016;Q2;2016-06-30;2016-08-05;210106985;211675449;41300000;14133000;16640000;5307000;-71319000;6061000;-13433000;-315466000;198908000;-462016000;-27424000;695924000;5371000;509037000;;53082000
FNB;446814;USD;2016;Q3;2016-09-30;2016-11-07;210306834;211790730;52168000;19167000;14639000;-7145000;11127000;89956000;-9763000;-227965000;0;-374541000;-27435000;-93649000;2755000;330808000;;46223000
FNB;446814;USD;2016;Q4;2016-12-31;2017-02-23;210978471;212730335;51291000;15444000;12705000;6907000;16473000;102820000;-22253000;-149680000;0;-468008000;-27548000;218902000;9114000;291345000;;-73843000
FNB;446814;USD;2017;Q1;2017-03-31;2017-05-08;237379260;239254649;22979000;17276000;10850000;-44793000;12320000;18632000;-23186000;-208958000;197682000;-268024000;-27558000;270257000;957000;328368000;;78976000
FNB;446814;USD;2017;Q2;2017-06-30;2017-08-04;323303460;324867759;74406000;19116000;16756000;-87053000;-127712000;-104487000;-11646000;-373278000;-718000;-312658000;-41023000;800573000;2745000;489380000;;72235000
FNB;446814;USD;2017;Q3;2017-09-30;2017-11-06;323410932;324904768;77693000;23957000;16768000;64605000;28131000;211154000;-11949000;-304708000;0;-508480000;-41033000;-551231000;3261000;290048000;;-7278000
FNB;446814;USD;2017;Q4;2017-12-31;2018-02-28;324687528;326404728;24126000;28448000;16699000;109956000;-25622000;153607000;-10093000;-213537000;0;-440248000;-41045000;-184379000;4218000;250744000;;-35897000
FNB;446814;USD;2018;Q1;2018-03-31;2018-05-10;323740956;325766968;86762000;23676000;14495000;53447000;32013000;210393000;-9347000;-284196000;0;-481352000;-41080000;116052000;4249000;177845000;;-93114000
FNB;446814;USD;2018;Q2;2018-06-30;2018-08-07;324170177;325730049;85206000;33712000;15554000;5118000;-698000;138892000;-986000;-435463000;0;-598000000;-41220000;500904000;2964000;506478000;;47370000
FNB;446814;USD;2018;Q3;2018-09-30;2018-11-07;324435939;325653131;100763000;24686000;15975000;13497000;12635000;167556000;-8934000;-335312000;141082000;-429949000;-41224000;-656464000;3038000;266547000;;4154000
FNB;446814;USD;2018;Q4;2018-12-31;2019-02-26;324481720;325344264;100269000;26926000;14976000;21938000;-69950000;94159000;-15733000;-339029000;-7082000;-410699000;-41476000;449508000;3749000;367130000;;50590000
FNB;446814;USD;2019;Q1;2019-03-31;2019-05-07;324640715;325828834;94000000;7000000;14000000;-14000000;-84000000;17000000;-10000000;-467000000;;-428000000;-41000000;31000000;1000000;420000000;;9000000
GS;60439;USD;2009;Q2;2009-06-30;2010-05-10;514100000;551000000;3435000000;527000000;;16208000000;-7347000000;12823000000;-353000000;;-18000000;141000000;-950000000;-19669000000;-3708000000;-26204000000;;-13240000000
GS;60439;USD;2009;Q3;2009-09-30;2009-11-04;525900000;576900000;3188000000;373000000;;11291000000;-7520000000;7332000000;-422000000;;-2000000;-528000000;-355000000;-6043000000;-904000000;-5966000000;;838000000
GS;60439;USD;2009;Q4;2009-12-31;2010-03-01;531800000;586500000;4948000000;394000000;;7016000000;13165000000;25523000000;-449000000;;-11000000;-261000000;-355000000;-6877000000;171000000;-9986000000;;15276000000
GS;60439;USD;2010;Q1;2010-03-31;2010-05-10;546000000;590000000;3456000000;375000000;;-4218000000;-7117000000;-7504000000;-250000000;;-699000000;-966000000;-363000000;371000000;-2131000000;-2757000000;;-11227000000
GS;60439;USD;2010;Q2;2010-06-30;2010-08-09;539800000;580400000;613000000;440000000;;-12936000000;21836000000;9953000000;-153000000;;-54000000;276000000;-359000000;-3491000000;112000000;-4692000000;;5537000000
GS;60439;USD;2010;Q3;2010-09-30;2010-11-09;541200000;582700000;1898000000;358000000;;5140000000;-6720000000;676000000;-433000000;;-26000000;-87000000;-361000000;2237000000;-712000000;2939000000;;3528000000
GS;60439;USD;2010;Q4;2010-12-31;2011-03-01;541000000;588100000;2387000000;731000000;;294000000;-11894000000;-8482000000;-319000000;;-25000000;-208000000;-360000000;13043000000;-871000000;12349000000;;3659000000
GS;60439;USD;2011;Q1;2011-03-31;2011-05-10;540600000;583000000;2735000000;594000000;;1731000000;-3160000000;1900000000;-268000000;;-5000000;112000000;-358000000;1993000000;-1418000000;883000000;;2895000000
GS;60439;USD;2011;Q2;2011-06-30;2011-08-09;531900000;569500000;1087000000;372000000;;-7505000000;16801000000;10755000000;-219000000;;-242000000;337000000;-1968000000;-1401000000;-5296000000;-8342000000;;2750000000
GS;60439;USD;2011;Q3;2011-09-30;2011-11-09;518200000;518200000;-393000000;389000000;;-15486000000;5265000000;-10225000000;-439000000;;-18000000;539000000;-223000000;7565000000;-2101000000;8456000000;;-1230000000
GS;60439;USD;2011;Q4;2011-12-31;2012-02-28;507700000;556900000;1013000000;514000000;;14303000000;4241000000;20071000000;-180000000;;-166000000;-359000000;-222000000;-12219000000;-722000000;-7907000000;;11805000000
GS;60439;USD;2012;Q1;2012-03-31;2012-05-10;510800000;529200000;2109000000;433000000;;11808000000;-10574000000;3776000000;-377000000;-238000000;-39000000;-478000000;-220000000;-6664000000;-326000000;-2168000000;;1130000000
GS;60439;USD;2012;Q2;2012-06-30;2012-08-09;501500000;520300000;962000000;409000000;;-3339000000;8431000000;6463000000;-137000000;-1096000000;-316000000;-2037000000;-273000000;-9842000000;256000000;-2651000000;;1775000000
GS;60439;USD;2012;Q3;2012-09-30;2012-11-08;491200000;510900000;1512000000;396000000;;3235000000;-3353000000;1790000000;-155000000;-777000000;-84000000;-1113000000;-286000000;588000000;-648000000;4049000000;;4726000000
GS;60439;USD;2012;Q4;2012-12-31;2013-03-01;481300000;504000000;2892000000;500000000;;76000000;-2618000000;850000000;-243000000;-630000000;-154000000;-106000000;-307000000;-84000000;-518000000;8286000000;;9030000000
GS;60439;USD;2013;Q1;2013-03-31;2013-05-09;482100000;509800000;2260000000;302000000;;10036000000;-18296000000;-5698000000;-154000000;-1373000000;-160000000;-953000000;-319000000;-3860000000;-1511000000;-2685000000;;-9336000000
GS;60439;USD;2013;Q2;2013-06-30;2013-08-08;473200000;503500000;1931000000;266000000;;-10766000000;19901000000;11332000000;-142000000;-1145000000;-286000000;-707000000;-312000000;2243000000;-589000000;-1560000000;;9065000000
GS;60439;USD;2013;Q3;2013-09-30;2013-11-07;463400000;496400000;1517000000;280000000;;-1795000000;-3373000000;-3371000000;-145000000;-3509000000;-820000000;-4155000000;-325000000;305000000;-1635000000;606000000;;-6920000000
GS;60439;USD;2013;Q4;2013-12-31;2014-02-28;466500000;488700000;2332000000;474000000;;4215000000;-4741000000;2280000000;-203000000;-2365000000;-1008000000;-2913000000;-346000000;-1272000000;-1384000000;-3712000000;;-4345000000
GS;60439;USD;2014;Q1;2014-03-31;2014-05-09;468600000;484600000;2033000000;390000000;;-8898000000;2254000000;-4221000000;-159000000;-3041000000;-309000000;-3203000000;-348000000;5974000000;-1665000000;5149000000;;-2275000000
GS;60439;USD;2014;Q2;2014-06-30;2014-08-07;461700000;475900000;2037000000;294000000;;19676000000;-21478000000;529000000;-184000000;-3449000000;-140000000;-3610000000;-343000000;-699000000;732000000;1206000000;;-1875000000
GS;60439;USD;2014;Q3;2014-09-30;2014-11-05;455500000;469200000;2241000000;301000000;;-3637000000;-7804000000;-8899000000;-148000000;-4111000000;-177000000;-3778000000;-354000000;7159000000;-1227000000;9844000000;;-2833000000
GS;60439;USD;2014;Q4;2014-12-31;2015-02-23;449800000;463100000;2166000000;352000000;;-4850000000;6991000000;4659000000;-157000000;-3442000000;-1106000000;-4318000000;-409000000;-629000000;-1206000000;2800000000;;3141000000
GS;60439;USD;2015;Q1;2015-03-31;2015-05-05;453300000;462900000;2844000000;219000000;;11168000000;-7495000000;6736000000;-289000000;-3681000000;-477000000;-4263000000;-373000000;1334000000;-1179000000;3056000000;;5529000000
GS;60439;USD;2015;Q2;2015-06-30;2015-08-03;451400000;461600000;1048000000;265000000;;7146000000;-16299000000;-7840000000;-360000000;-5778000000;-1106000000;-7153000000;-431000000;8219000000;1895000000;12709000000;;-2284000000
GS;60439;USD;2015;Q3;2015-09-30;2015-11-03;449000000;458600000;1426000000;222000000;;-22693000000;22315000000;1270000000;-436000000;-3233000000;-101000000;-3331000000;-393000000;5657000000;-1048000000;6791000000;;4730000000
GS;60439;USD;2015;Q4;2015-12-31;2016-02-22;441900000;451300000;765000000;285000000;;7042000000;1223000000;9315000000;-520000000;-3488000000;-124000000;-3827000000;-484000000;2476000000;-1551000000;4951000000;;10439000000
GS;60439;USD;2016;Q1;2016-03-31;2016-05-06;440800000;447400000;1135000000;239000000;;1665000000;-5581000000;-2542000000;-363000000;-2537000000;-562000000;-3140000000;-387000000;5511000000;-900000000;10194000000;;4512000000
GS;60439;USD;2016;Q2;2016-06-30;2016-08-04;431900000;439200000;1822000000;245000000;;149000000;7868000000;10084000000;-597000000;-388000000;16444000000;15955000000;-473000000;-1723000000;-1738000000;-1474000000;;24565000000
GS;60439;USD;2016;Q3;2016-09-30;2016-11-03;422400000;430200000;2094000000;247000000;;129000000;-7047000000;-4577000000;-771000000;-1005000000;-128000000;-1513000000;-378000000;2574000000;-648000000;1577000000;;-4513000000
GS;60439;USD;2016;Q4;2016-12-31;2017-02-27;414500000;423600000;2347000000;267000000;;722000000;599000000;3935000000;-764000000;-739000000;-832000000;-2032000000;-468000000;2341000000;-1483000000;1805000000;;3708000000
GS;60439;USD;2017;Q1;2017-03-31;2017-05-04;412500000;420100000;2255000000;257000000;;1272000000;-7173000000;-3389000000;-761000000;-816000000;-512000000;-1547000000;-366000000;4881000000;-1497000000;6260000000;;1324000000
GS;60439;USD;2017;Q2;2017-06-30;2017-08-04;406100000;413300000;1831000000;265000000;;72000000;-12632000000;-10464000000;-558000000;-3870000000;-574000000;-5395000000;-510000000;8053000000;-1465000000;3712000000;;-12147000000
GS;60439;USD;2017;Q3;2017-09-30;2017-11-03;398200000;405700000;2128000000;280000000;;158000000;168000000;2734000000;-455000000;-7782000000;-762000000;-11144000000;-395000000;8853000000;-2174000000;14132000000;;5722000000
GS;60439;USD;2017;Q4;2017-12-31;2018-02-26;389600000;397300000;-1928000000;350000000;;5611000000;-10656000000;-6623000000;-837000000;-4688000000;-535000000;-11030000000;-498000000;7573000000;-984000000;11094000000;;-6559000000
GS;60439;USD;2018;Q1;2018-03-31;2018-05-04;389100000;393800000;2832000000;299000000;;1329000000;-5424000000;-964000000;-556000000;-5584000000;-68000000;-9213000000;-376000000;11005000000;-1450000000;20629000000;;10452000000
GS;60439;USD;2018;Q2;2018-06-30;2018-08-03;387800000;392600000;2565000000;335000000;;176000000;5522000000;8598000000;-1249000000;-2368000000;-81000000;-3590000000;-531000000;3422000000;10000000;5906000000;;10914000000
GS;60439;USD;2018;Q3;2018-09-30;2018-11-02;385400000;390500000;2524000000;317000000;;6000000;-8161000000;-5314000000;-1656000000;-2413000000;3000000;-4032000000;-382000000;126000000;-1241000000;-3200000000;;-12546000000
GS;60439;USD;2018;Q4;2018-12-31;2019-02-26;379300000;383900000;2538000000;377000000;;-2485000000;16997000000;18101000000;-810000000;-4500000000;-16000000;-5842000000;-521000000;-7432000000;-1225000000;-583000000;;11676000000
GS;60439;USD;2019;Q1;2019-03-31;2019-05-06;379800000;382400000;2251000000;368000000;224000000;1503000000;-49352000000;-45006000000;138000000;-1851000000;;-1501000000;-375000000;-2390000000;-1250000000;3844000000;;-42663000000
HBAN;378164;USD;2009;Q4;2009-12-31;2010-10-29;715334000;715334000;-369687000;67568000;893991000;-501867000;37709000;127714000;4215000;18229000;;-71109000;-30855000;-1050944000;-17000;-417369000;;-360764000
HBAN;378164;USD;2010;Q1;2010-03-31;2010-10-29;716320000;718593000;39737000;69730000;235008000;38464000;-66806000;316133000;-11000;61562000;;-125496000;-32323000;-175644000;0;-401341000;;-210704000
HBAN;378164;USD;2010;Q2;2010-06-30;2010-10-29;716580000;719387000;48764000;66227000;193406000;116514000;43605000;468516000;12778000;-659268000;;-437726000;-32282000;273506000;;-215654000;;-184864000
HBAN;378164;USD;2010;Q3;2010-09-30;2010-10-29;716911000;719567000;100946000;73113000;119160000;-179933000;-31819000;81467000;19355000;-438366000;;-1271294000;-32369000;21983000;;1203277000;;13450000
HBAN;378164;USD;2010;Q4;2010-12-31;2011-02-18;757925000;760581000;122900000;77116000;86973000;-265555000;-46727000;-25293000;12976000;-623975000;;-942268000;-39525000;437878000;-511899000;676223000;;-291338000
HBAN;378164;USD;2011;Q1;2011-03-31;2011-04-29;863359000;867237000;126446000;73234000;49385000;484981000;20915000;754961000;-2047000;-295006000;0;341684000;-16321000;-185220000;-49100000;-735713000;;360932000
HBAN;378164;USD;2011;Q2;2011-06-30;2011-08-08;863358000;867469000;145918000;69566000;35797000;118395000;65718000;435394000;-29720000;-992329000;0;-416637000;-16330000;-256054000;0;-243695000;;-224938000
HBAN;378164;USD;2011;Q3;2011-09-30;2011-10-31;863911000;867633000;143391000;70284000;43586000;-73962000;13060000;196359000;-21763000;99765000;0;-543009000;-17501000;-243276000;0;1553044000;;1206394000
HBAN;378164;USD;2011;Q4;2011-12-31;2012-02-17;864136000;868157000;126858000;69021000;45291000;-28046000;-5051000;208073000;-34416000;-1330409000;0;-686744000;-42252000;-613169000;-1759000;-595637000;;-1074308000
HBAN;378164;USD;2012;Q1;2012-03-31;2012-07-30;864499000;869164000;153270000;70723000;34406000;56150000;-37279000;277270000;-23797000;-72848000;40310000;-803279000;-42351000;-452272000;0;521258000;;-4751000
HBAN;378164;USD;2012;Q2;2012-06-30;2012-07-30;862261000;867551000;152706000;68153000;36520000;127131000;-101005000;283505000;-10996000;-973653000;0;-700881000;-42518000;-460071000;-40230000;524747000;;107371000
HBAN;378164;USD;2012;Q3;2012-09-30;2012-10-31;857871000;863588000;167767000;69165000;37004000;283202000;-443235000;113903000;-21237000;-58737000;0;-108375000;-42267000;-1024982000;-25073000;-426515000;;-420987000
HBAN;378164;USD;2012;Q4;2012-12-31;2013-02-15;847217000;853305000;157547000;66531000;39458000;19514000;44402000;327452000;-16849000;497704000;-52000;529557000;-42199000;222251000;-81578000;-391804000;;465205000
HBAN;378164;USD;2013;Q1;2013-03-31;2013-04-29;841103000;848708000;153274000;67177000;29592000;91881000;-130015000;211909000;-14736000;-605169000;0;-515681000;-41656000;-673077000;-33600000;-130346000;;-434118000
HBAN;378164;USD;2013;Q2;2013-06-30;2013-07-29;834730000;843840000;151000000;68187000;24722000;-5024000;-41706000;197179000;-13591000;-167822000;0;-90242000;-41856000;704905000;-75198000;58281000;;165218000
HBAN;378164;USD;2013;Q3;2013-09-30;2013-11-07;830398000;841025000;178836000;74947000;11400000;81805000;57218000;404206000;-33102000;-880564000;0;-606845000;-49444000;144619000;-16197000;316391000;;113752000
HBAN;378164;USD;2013;Q4;2013-12-31;2014-02-14;830589000;842323000;158172000;71234000;24331000;-15551000;-38235000;199951000;-331000;-1143778000;0;-3027565000;-49521000;1826025000;12601000;2721088000;;-106526000
HBAN;378164;USD;2014;Q1;2014-03-31;2014-04-28;829659000;842677000;149143000;82015000;24630000;-62323000;-37501000;155964000;-4352000;-714323000;-13452000;-956518000;-49110000;-336807000;-130024000;772686000;;-27868000
HBAN;378164;USD;2014;Q2;2014-06-30;2014-07-30;821546000;834687000;164619000;70852000;29385000;-75833000;37612000;226635000;-917000;-1794526000;0;-2390737000;-49403000;3166503000;-104768000;2409291000;;245189000
HBAN;378164;USD;2014;Q3;2014-09-30;2014-10-28;816497000;829623000;155016000;86107000;24480000;12257000;-31233000;246627000;3451000;-768544000;705089000;-186335000;-46631000;-944802000;-45631000;-398883000;;-338591000
HBAN;378164;USD;2014;Q4;2014-12-31;2015-02-13;811966000;825337000;163614000;93858000;2494000;-248181000;247775000;259560000;-18565000;-953701000;0;-1471191000;-53645000;34882000;-33699000;1552334000;;340703000
HBAN;378164;USD;2015;Q1;2015-03-31;2015-05-05;809778000;823809000;165854000;95664000;20591000;-61598000;-238768000;-18257000;-4237000;-269235000;-457836000;-1168806000;-56703000;-112297000;-47907000;866374000;;-320689000
HBAN;378164;USD;2015;Q2;2015-06-30;2015-08-04;806891000;820238000;196206000;72293000;20419000;-64240000;-120326000;104352000;-17831000;14787000;0;-353097000;-56540000;133327000;-96423000;728838000;;480093000
HBAN;378164;USD;2015;Q3;2015-09-30;2015-12-18;800883000;814326000;152588000;94831000;22476000;-40031000;84867000;314731000;-18897000;-1081935000;0;-1737769000;-56230000;396121000;-74006000;1067427000;;-355611000
HBAN;378164;USD;2015;Q4;2015-12-31;2016-02-17;796096000;810143000;178309000;78493000;36468000;51692000;287574000;632536000;-16094000;-867088000;0;-1668982000;-54917000;-88109000;-14508000;859244000;;-177202000
HBAN;378164;USD;2016;Q1;2016-03-31;2016-04-29;795755000;808349000;171314000;105103000;27582000;-34164000;-78045000;191790000;-5207000;-1321170000;;-1589443000;-64193000;681254000;1126000;1366745000;;-30908000
HBAN;378164;USD;2016;Q2;2016-06-30;2016-07-29;798167000;810371000;174540000;103146000;24509000;-42235000;-165112000;94848000;-1349000;-1000194000;;-1006550000;-75766000;1450678000;2761000;962634000;;50932000
HBAN;378164;USD;2016;Q3;2016-09-30;2016-11-08;938578000;952081000;127004000;91195000;63805000;-64267000;181431000;399168000;-35367000;-938584000;;-263994000;-75106000;-371517000;2197000;659585000;;794759000
HBAN;378164;USD;2016;Q4;2016-12-31;2017-02-22;1085252000;1104359000;238963000;80328000;74906000;275347000;-140048000;529496000;-28216000;1905673000;0;-585366000;-84523000;992058000;10897000;-221299000;;-277169000
HBAN;378164;USD;2017;Q1;2017-03-31;2017-04-28;1086374000;1108617000;208094000;211198000;67638000;31854000;-123033000;395751000;-49625000;-345554000;;-737067000;-105880000;-1451258000;4822000;265359000;;-75957000
HBAN;378164;USD;2017;Q2;2017-06-30;2017-07-31;1088934000;1108527000;271741000;-373000;24978000;-25719000;-107634000;162993000;-45139000;-898734000;;-843074000;-106031000;2507325000;2062000;886744000;;206663000
HBAN;378164;USD;2017;Q3;2017-09-30;2017-10-30;1086038000;1106491000;274568000;96238000;43590000;-33723000;166878000;547551000;-24717000;-580707000;;-1121818000;-106314000;-2031105000;-120772000;252529000;;-321738000
HBAN;378164;USD;2017;Q4;2017-12-31;2018-02-16;1077398000;1221109000;431597000;105937000;64794000;-128412000;373789000;847705000;-36519000;-1618005000;0;-2164041000;-106775000;3289038000;-135112000;1642368000;;326032000
HBAN;378164;USD;2018;Q1;2018-03-31;2018-04-30;1083836000;1124778000;326000000;105000000;66000000;-129000000;-74000000;294000000;-8000000;-1107000000;;-774000000;-137000000;-2702000000;-45000000;31000000;;-449000000
HBAN;378164;USD;2018;Q2;2018-06-30;2018-07-30;1103337000;1123000000;355000000;123000000;56000000;142000000;-368000000;308000000;-17000000;-1250000000;;-682000000;-133000000;720000000;1000000;687000000;;313000000
HBAN;378164;USD;2018;Q3;2018-09-30;2018-10-30;1084536000;1103740000;378000000;122000000;53000000;-152000000;141000000;542000000;-37000000;-1021000000;;-521000000;-143000000;-1375000000;-695000000;-106000000;;-85000000
HBAN;378164;USD;2018;Q4;2018-12-31;2019-02-15;1054459000;1072422000;334000000;143000000;60000000;66000000;-21000000;582000000;-48000000;-1710000000;;-1686000000;-171000000;-237000000;-200000000;2477000000;;1373000000
HBAN;378164;USD;2019;Q1;2019-03-31;2019-04-29;1046995000;1066000000;358000000;131000000;67000000;32000000;-91000000;497000000;-24000000;-384000000;;-515000000;-166000000;1498000000;-25000000;-1318000000;;-1336000000
HOMB;447371;USD;2011;Q2;2011-06-30;2011-08-09;113964000;114760000;13546000;1625000;0;19968000;-18779000;16360000;6684000;46036000;;27714000;-2163000;;38000;-24157000;;19917000
HOMB;447371;USD;2011;Q3;2011-09-30;2011-11-08;113736000;114532000;14312000;1636000;0;24954000;-29033000;11869000;754000;9264000;;-54783000;-2313000;;-56714000;-84159000;;-127073000
HOMB;447371;USD;2011;Q4;2011-12-31;2012-03-05;113088000;113812000;14167000;738000;2250000;35555000;-16174000;36536000;-1365000;89318000;;24752000;-2255000;;-736000;-29785000;;31503000
HOMB;447371;USD;2012;Q1;2012-03-31;2012-05-08;112920000;113644000;14498000;1453000;0;30374000;-8667000;37658000;2316000;72037000;140234000;123741000;-2828000;;-4812000;535000;;161934000
HOMB;447371;USD;2012;Q2;2012-06-30;2012-08-07;112380000;113132000;15490000;1503000;1333000;41878000;-48307000;11897000;13473000;34924000;0;98802000;-2812000;;-754000;-98407000;;12292000
HOMB;447371;USD;2012;Q3;2012-09-30;2012-11-07;112598000;113360000;16095000;1504000;167000;54097000;-19959000;51904000;1279000;-19622000;0;-59283000;-3383000;;-296000;-195522000;;-202901000
HOMB;447371;USD;2012;Q4;2012-12-31;2013-03-04;112294000;112904000;16939000;1530000;1250000;44321000;-52847000;11193000;8220000;-14596000;-34589000;204067000;-7292000;733000;-5729000;-139034000;;76226000
HOMB;447371;USD;2013;Q1;2013-03-31;2013-05-07;112444000;113070000;17548000;1610000;;53190000;-6032000;66316000;3734000;38032000;0;39810000;-3655000;-25000000;126000;-35624000;;70502000
HOMB;447371;USD;2013;Q2;2013-06-30;2013-08-07;112468000;113154000;17659000;1602000;;19859000;1691000;41661000;2651000;1483000;;-23002000;-4217000;0;-47000;-148292000;;-129633000
