Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Provision for Loan Losses";"Non-Cash Items";"Change in Working Capital";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Loans & Interbank";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Effect of Foreign Exchange Rates";"Net Change in Cash"
STI;335922;USD;2014;Q2;2014-06-30;2014-08-06;529764000;535486000;404000000;165000000;;76000000;-327000000;318000000;-26000000;-3388000000;;-3751000000;-116000000;2253000000;-83000000;2385000000;;-1048000000
STI;335922;USD;2014;Q3;2014-09-30;2014-11-07;527402000;533230000;576000000;176000000;;-232000000;-1105000000;-585000000;-36000000;292000000;0;-1943000000;-115000000;1099000000;-203000000;3994000000;;1466000000
STI;335922;USD;2014;Q4;2014-12-31;2015-02-24;521672000;527856000;394000000;189000000;;58000000;-2364000000;-1723000000;-51000000;-1084000000;0;-1514000000;-115000000;-1172000000;384000000;3141000000;;-96000000
STI;335922;USD;2015;Q1;2015-03-31;2015-05-07;521000000;527000000;431000000;201000000;;-87000000;-755000000;-210000000;-33000000;623000000;;689000000;-115000000;-4618000000;-93000000;-970000000;;-491000000
STI;335922;USD;2015;Q2;2015-06-30;2015-08-05;517000000;522000000;485000000;203000000;;-39000000;371000000;1020000000;-3000000;369000000;;-380000000;-146000000;-1243000000;-184000000;-1090000000;;-450000000
STI;335922;USD;2015;Q3;2015-09-30;2015-11-06;513000000;519000000;540000000;192000000;;-142000000;655000000;1245000000;-38000000;-1041000000;;-928000000;-132000000;-3816000000;-174000000;-2689000000;;-2372000000
STI;335922;USD;2015;Q4;2015-12-31;2016-02-23;508376000;514344000;487000000;190000000;;-28000000;848000000;1497000000;-112000000;-3721000000;;-4697000000;-146000000;785000000;-211000000;3883000000;;683000000
STI;335922;USD;2016;Q1;2016-03-31;2016-05-04;505482000;510000000;449000000;171000000;;-2000000;-815000000;-197000000;-24000000;-3420000000;;-3459000000;-130000000;403000000;-150000000;2384000000;;-1272000000
STI;335922;USD;2016;Q2;2016-06-30;2016-08-04;501374000;505633000;495000000;178000000;;-48000000;-449000000;176000000;-42000000;-2079000000;;-3203000000;-144000000;3685000000;-166000000;3965000000;;938000000
STI;335922;USD;2016;Q3;2016-09-30;2016-11-04;496304000;500885000;476000000;184000000;;-96000000;-1125000000;-561000000;-122000000;-26000000;;-341000000;-138000000;-340000000;-235000000;5377000000;;4475000000
STI;335922;USD;2016;Q4;2016-12-31;2017-02-24;491392000;497346000;467000000;192000000;;88000000;-846000000;-99000000;-95000000;-1895000000;;-4154000000;-152000000;-237000000;-230000000;936000000;;-3317000000
STI;335922;USD;2017;Q1;2017-03-31;2017-05-04;490091000;496000000;470000000;179000000;;72000000;1375000000;2096000000;-43000000;-374000000;;-817000000;-138000000;-1304000000;-405000000;572000000;;1851000000
STI;335922;USD;2017;Q2;2017-06-30;2017-08-04;482913000;488020000;530000000;177000000;;-40000000;377000000;1044000000;-103000000;-839000000;;-917000000;-148000000;2463000000;506000000;-160000000;;-33000000
STI;335922;USD;2017;Q3;2017-09-30;2017-11-03;478258000;483640000;540000000;184000000;;-21000000;-1638000000;-935000000;-87000000;-106000000;;-442000000;-199000000;-924000000;-326000000;1414000000;;37000000
STI;335922;USD;2017;Q4;2017-12-31;2018-02-23;474094000;480156000;742000000;187000000;;232000000;2143000000;3304000000;-177000000;-386000000;;-709000000;-238000000;-1936000000;171000000;-3961000000;;-1366000000
STI;335922;USD;2018;Q1;2018-03-31;2018-05-04;468723000;473620000;645000000;175000000;;16000000;-1036000000;-200000000;-67000000;449000000;;209000000;-197000000;-231000000;-746000000;383000000;;392000000
STI;335922;USD;2018;Q2;2018-06-30;2018-08-03;465529000;469339000;724000000;181000000;;-49000000;135000000;991000000;-42000000;-2419000000;;-2595000000;-232000000;3042000000;-330000000;1548000000;;-56000000
STI;335922;USD;2018;Q3;2018-09-30;2018-11-02;460252000;464164000;755000000;179000000;;-63000000;-770000000;101000000;-61000000;-2397000000;;-2923000000;-235000000;4975000000;-490000000;3179000000;;357000000
STI;335922;USD;2018;Q4;2018-12-31;2019-02-22;449184000;452721000;660000000;181000000;;-83000000;919000000;1677000000;-175000000;-4758000000;;-4856000000;-272000000;1875000000;-744000000;3069000000;;-110000000
STI;335922;USD;2019;Q1;2019-03-31;2019-05-06;443566000;446662000;582000000;172000000;;80000000;-1657000000;-823000000;-81000000;-3585000000;;-3628000000;-225000000;3847000000;-248000000;2888000000;;-1563000000
STT;378219;USD;2014;Q2;2014-06-30;2014-08-08;427824000;435320000;622000000;54000000;;138000000;-2320000000;-1506000000;-124000000;-23289000000;;-19964000000;-131000000;216000000;-436000000;23840000000;;2370000000
STT;378219;USD;2014;Q3;2014-09-30;2014-11-10;421974000;429736000;560000000;54000000;;133000000;-2111000000;-1364000000;-64000000;9840000000;;10571000000;-145000000;189000000;-440000000;-11308000000;;-2101000000
STT;378219;USD;2014;Q4;2014-12-31;2015-02-20;416473000;424157000;477000000;60000000;;203000000;-337000000;403000000;-129000000;-6435000000;;-4585000000;-143000000;603000000;287000000;1891000000;;-2291000000
STT;378219;USD;2015;Q1;2015-03-31;2015-05-08;412225000;418750000;405000000;50000000;;137000000;-195000000;397000000;-96000000;10014000000;;-991000000;-156000000;279000000;-581000000;1888000000;;1294000000
STT;378219;USD;2015;Q2;2015-06-30;2015-08-07;410674000;416712000;418000000;49000000;;204000000;-5595000000;-4924000000;-205000000;-33589000000;;-15846000000;-152000000;1213000000;393000000;20705000000;;-65000000
STT;378219;USD;2015;Q3;2015-09-30;2015-11-06;406612000;412167000;581000000;48000000;;97000000;-981000000;-255000000;-242000000;47900000000;;46630000000;-181000000;-1192000000;-216000000;-45799000000;;576000000
STT;378219;USD;2015;Q4;2015-12-31;2016-02-19;401913000;406923000;576000000;50000000;;4000000;2749000000;3379000000;-160000000;-6701000000;0;-4798000000;-166000000;-5546000000;-592000000;-1034000000;;-2453000000
STT;378219;USD;2016;Q1;2016-03-31;2016-05-06;399421000;403615000;368000000;49000000;;158000000;2277000000;2852000000;-168000000;9928000000;;8027000000;-184000000;-1733000000;-322000000;-8351000000;;2528000000
STT;378219;USD;2016;Q2;2016-06-30;2016-08-05;394160000;398847000;619000000;49000000;;171000000;1321000000;2160000000;-160000000;-10782000000;;-10313000000;-169000000;1614000000;28000000;9091000000;;938000000
STT;378219;USD;2016;Q3;2016-09-30;2016-11-03;388358000;393212000;563000000;55000000;;214000000;-3568000000;-2736000000;-149000000;-5576000000;;-3266000000;-188000000;-295000000;-337000000;4819000000;;-1183000000
STT;378219;USD;2016;Q4;2016-12-31;2017-02-17;384001000;388686000;593000000;54000000;;-186000000;-447000000;14000000;-136000000;9909000000;0;9782000000;-182000000;197000000;-363000000;-11972000000;;-2176000000
STT;378219;USD;2017;Q1;2017-03-31;2017-05-04;381224000;386417000;502000000;52000000;;249000000;2706000000;3509000000;-164000000;1377000000;;3210000000;-201000000;-816000000;-409000000;-5124000000;;1595000000
STT;378219;USD;2017;Q2;2017-06-30;2017-08-04;375395000;380915000;620000000;54000000;;150000000;-334000000;490000000;-161000000;1354000000;;1806000000;-178000000;428000000;-259000000;-2049000000;;247000000
STT;378219;USD;2017;Q3;2017-09-30;2017-11-01;372765000;378518000;685000000;54000000;;59000000;-2940000000;-2142000000;-160000000;3389000000;;5863000000;-198000000;-212000000;-375000000;-2938000000;;783000000
STT;378219;USD;2017;Q4;2017-12-31;2018-02-26;369788000;375002000;370000000;54000000;;547000000;4105000000;5076000000;-152000000;-5923000000;0;-10831000000;-191000000;-1145000000;-375000000;3923000000;;-1832000000
STT;378219;USD;2018;Q1;2018-03-31;2018-05-03;367439000;372619000;661000000;50000000;;215000000;3910000000;4836000000;-147000000;-18471000000;;-8973000000;-210000000;-1415000000;-420000000;4576000000;;439000000
STT;378219;USD;2018;Q2;2018-06-30;2018-07-25;365619000;370410000;734000000;48000000;;174000000;-2390000000;-1434000000;-138000000;8513000000;;7241000000;-189000000;596000000;-20000000;-4467000000;;1340000000
STT;378219;USD;2018;Q3;2018-09-30;2018-10-31;374963000;379383000;765000000;47000000;;236000000;4374000000;5422000000;-151000000;13514000000;;13163000000;-209000000;-1500000000;1848000000;-18326000000;;259000000
STT;378219;USD;2018;Q4;2018-12-31;2019-02-21;379911000;383492000;439000000;81000000;;201000000;912000000;1633000000;-173000000;-11830000000;-2532000000;-15927000000;-220000000;2041000000;-237000000;13746000000;;-548000000
STT;378219;USD;2019;Q1;2019-03-31;2019-05-01;377915000;381703000;508000000;60000000;;210000000;-1273000000;-495000000;-171000000;21585000000;-54000000;21671000000;-234000000;-1838000000;-343000000;-20304000000;;872000000
SYF;493399;USD;2014;Q2;2014-06-30;2014-09-05;705000000;705000000;472000000;32000000;681000000;-78000000;120000000;1227000000;;-2766000000;;-2880000000;;-3225000000;3400000000;3104000000;;1451000000
SYF;493399;USD;2014;Q3;2014-09-30;2014-10-31;782000000;782000000;548000000;33000000;675000000;-155000000;194000000;1295000000;;-2593000000;;-2896000000;;7053000000;400000000;9627000000;;8026000000
SYF;493399;USD;2014;Q4;2014-12-31;2015-02-23;837600000;838400000;531000000;35000000;797000000;10000000;-327000000;1046000000;;-4048000000;;-6157000000;;-1567000000;1370000000;2131000000;;-2980000000
SYF;493399;USD;2015;Q1;2015-03-31;2015-05-01;834000000;835000000;552000000;37000000;687000000;86000000;303000000;1665000000;;2441000000;;1350000000;;-4156000000;745000000;-3625000000;;-610000000
SYF;493399;USD;2015;Q2;2015-06-30;2015-07-31;834000000;835000000;541000000;44000000;740000000;-61000000;49000000;1313000000;;-1981000000;;-4341000000;;-1794000000;1422000000;2431000000;;-597000000
SYF;493399;USD;2015;Q3;2015-09-30;2015-10-30;834000000;836000000;574000000;46000000;702000000;-57000000;52000000;1317000000;;-754000000;;-2619000000;;-448000000;626000000;2952000000;;1650000000
SYF;493399;USD;2015;Q4;2015-12-31;2016-02-25;833200000;836000000;547000000;47000000;823000000;-263000000;735000000;1889000000;;-4628000000;;-5193000000;0;-617000000;1075000000;3358000000;;54000000
SYF;493399;USD;2016;Q1;2016-03-31;2016-04-28;833800000;835500000;582000000;54000000;903000000;175000000;-214000000;1500000000;;1771000000;;1201000000;0;-4566000000;748000000;-2526000000;;175000000
SYF;493399;USD;2016;Q2;2016-06-30;2016-07-28;833900000;836200000;489000000;54000000;1021000000;-78000000;-14000000;1472000000;;-2388000000;;-2436000000;0;-2611000000;1419000000;251000000;;-713000000
SYF;493399;USD;2016;Q3;2016-09-30;2016-10-27;828000000;831000000;604000000;56000000;986000000;-50000000;219000000;1815000000;;-3118000000;;-3916000000;-107000000;-730000000;1361000000;3902000000;;1801000000
SYF;493399;USD;2016;Q4;2016-12-31;2017-02-23;821100000;823300000;576000000;55000000;1076000000;342000000;-13000000;2036000000;;-5977000000;;-8169000000;-107000000;-50000000;-213000000;1866000000;;-4267000000
SYF;493399;USD;2017;Q1;2017-03-31;2017-05-01;813100000;817100000;499000000;59000000;1306000000;19000000;-133000000;1750000000;;2317000000;;1420000000;-105000000;-708000000;512000000;-1099000000;;2071000000
SYF;493399;USD;2017;Q2;2017-06-30;2017-07-28;804000000;807400000;496000000;59000000;1326000000;-200000000;87000000;1768000000;;-1421000000;;-2380000000;-105000000;-309000000;382000000;1240000000;;628000000
SYF;493399;USD;2017;Q3;2017-09-30;2017-10-26;787300000;790900000;555000000;69000000;1310000000;367000000;627000000;2928000000;;-1615000000;;-1288000000;-118000000;-1626000000;421000000;255000000;;1895000000
SYF;493399;USD;2017;Q4;2017-12-31;2018-02-22;778000000;783400000;385000000;67000000;1354000000;199000000;465000000;2470000000;;-4757000000;;-7162000000;-118000000;-1035000000;1499000000;2379000000;;-2313000000
SYF;493399;USD;2018;Q1;2018-03-31;2018-04-26;763700000;770300000;640000000;71000000;1362000000;19000000;-177000000;1915000000;;3377000000;;755000000;-114000000;-1204000000;1007000000;-313000000;;2357000000
SYF;493399;USD;2018;Q2;2018-06-30;2018-07-27;752200000;758300000;696000000;73000000;1280000000;-30000000;147000000;2166000000;;-379000000;;-3029000000;-113000000;-3000000;213000000;2579000000;;1716000000
SYF;493399;USD;2018;Q3;2018-09-30;2018-10-25;734900000;738800000;671000000;78000000;1451000000;-42000000;527000000;2685000000;;-987000000;;-10477000000;-156000000;-356000000;1405000000;4173000000;;-3619000000
SYF;493399;USD;2018;Q4;2018-12-31;2019-02-15;718400000;720200000;783000000;80000000;1452000000;0;261000000;2576000000;;-4791000000;;-6285000000;-151000000;-350000000;600000000;1814000000;;-1895000000
SYF;493399;USD;2019;Q1;2019-03-31;2019-04-25;706300000;708900000;1107000000;87000000;859000000;145000000;91000000;2289000000;;5974000000;;3810000000;-150000000;-3607000000;531000000;-3182000000;;2917000000
TFSL;360767;USD;2010;Q3;2010-06-30;2011-05-09;299826025;300557738;10237000;3907000;30000000;-23225000;-31596000;-10677000;-546000;387757000;;374219000;-5201000;-5000;0;184024000;;547566000
TFSL;360767;USD;2010;Q4;2010-09-30;2010-11-24;300004035;300004037;-10747000;6902000;35000000;-8277000;95107000;117985000;-1297000;-457067000;;-464773000;0;0;0;140973000;;-205815000
TFSL;360767;USD;2011;Q1;2010-12-31;2011-02-09;300140571;300140571;-7348000;7779000;34500000;1950000;48834000;85715000;-874000;-533670000;;-434002000;;-6003000;;-52961000;;-401248000
TFSL;360767;USD;2011;Q2;2011-03-31;2011-05-09;300215753;300957564;2224000;4346000;22500000;2186000;-65337000;-34081000;-723000;-64675000;;8979000;;103993000;;-128399000;;-153501000
TFSL;360767;USD;2011;Q3;2011-06-30;2011-08-09;300347978;301147673;5985000;3255000;22500000;1855000;71607000;105202000;-682000;21088000;;54705000;;16981000;;-71329000;;88578000
TFSL;360767;USD;2011;Q4;2011-09-30;2011-11-29;300728082;301633568;8479000;4024000;19000000;-7916000;-44855000;-21268000;-337000;-70790000;;-22079000;;-45273000;;60624000;;17277000
TFSL;360767;USD;2012;Q1;2011-12-31;2012-02-09;301044732;301416252;8459000;6047000;15000000;1765000;60151000;91422000;-1014000;-277205000;;-236622000;;124633000;;104475000;;-40725000
TFSL;360767;USD;2012;Q2;2012-03-31;2012-05-10;301153080;301706570;1022000;3252000;27000000;2859000;-67386000;-33253000;-286000;-132395000;;-156979000;;154605000;;278526000;;88294000
TFSL;360767;USD;2012;Q3;2012-06-30;2012-08-09;301274602;301936577;892000;5098000;31000000;292000;9853000;47135000;-1455000;-281383000;;-276572000;;150639000;;205374000;;-24063000
TFSL;360767;USD;2012;Q4;2012-09-30;2012-11-29;301434142;302021953;1106000;8370000;29000000;-18212000;30058000;50322000;-4577000;-29181000;;-71190000;;-81542000;;10778000;;-10090000
TFSL;360767;USD;2013;Q1;2012-12-31;2013-02-11;301576327;302244741;11153000;6221000;18000000;-2389000;59222000;92207000;-1158000;162685000;;129145000;;-20191000;0;-196060000;;25292000
TFSL;360767;USD;2013;Q2;2013-03-31;2013-05-09;301753966;302651575;12790000;5976000;10000000;2241000;-56845000;-25838000;-3488000;208244000;;196540000;;-152081000;0;-220110000;;-49408000
TFSL;360767;USD;2013;Q3;2013-06-30;2013-08-08;301913844;302926219;16247000;5121000;5000000;-5640000;29475000;50203000;2919000;-19651000;;-20586000;;159143000;0;-16784000;;12833000
TFSL;360767;USD;2013;Q4;2013-09-30;2013-11-27;302086895;303164529;15769000;3997000;4000000;8139000;-7667000;24238000;-1092000;-133089000;;-159911000;;270055000;0;124690000;;-10983000
TFSL;360767;USD;2014;Q1;2013-12-31;2014-02-07;300634212;301868676;16024000;3129000;6000000;1568000;53871000;80592000;-1070000;-80801000;;-95985000;0;240905000;-26058000;46307000;;30914000
TFSL;360767;USD;2014;Q2;2014-03-31;2014-05-08;300261921;301529980;16385000;2847000;5000000;2319000;-46048000;-19497000;-1160000;-206387000;;-204760000;0;84110000;0;175149000;;-49108000
TFSL;360767;USD;2014;Q3;2014-06-30;2014-08-07;298681954;300533021;17631000;3152000;4000000;972000;-1592000;24163000;-276000;-158602000;;-194036000;0;-52732000;-42221000;157581000;;-12292000
TFSL;360767;USD;2014;Q4;2014-09-30;2014-11-26;296318161;298295391;15851000;4157000;4000000;10730000;-16488000;18250000;-310000;-126623000;;-173866000;-4886000;121239000;-33084000;81509000;;-74107000
TFSL;360767;USD;2015;Q1;2014-12-31;2015-02-06;293797138;296128813;16644000;3865000;2000000;2266000;46809000;71584000;-1160000;-162658000;;-175697000;-4711000;366066000;-39755000;198530000;;94417000
TFSL;360767;USD;2015;Q2;2015-03-31;2015-05-07;291377147;293342875;15666000;4009000;1000000;1291000;-45177000;-23211000;-568000;-116388000;;-117940000;-4543000;163048000;-41804000;86066000;;-55085000
TFSL;360767;USD;2015;Q3;2015-06-30;2015-08-06;288553691;290759754;17258000;4660000;0;287000;5590000;27795000;-1660000;-136293000;;-126265000;-4330000;231327000;-43122000;101938000;;3468000
TFSL;360767;USD;2015;Q4;2015-09-30;2015-11-25;286015468;288610226;23023000;4919000;-6000000;11273000;-7281000;25934000;-2134000;-163131000;;-180486000;-5906000;269547000;-47865000;85718000;;-68834000
TFSL;360767;USD;2016;Q1;2015-12-31;2016-02-08;283834670;286340053;17851000;4222000;-1000000;3423000;44833000;69329000;-2783000;-12345000;;-27960000;-5751000;-4402000;-35054000;-37116000;;4253000
TFSL;360767;USD;2016;Q2;2016-03-31;2016-05-06;282314098;284486177;19276000;4623000;-1000000;323000;-52617000;-29395000;-2360000;-88174000;;-64860000;-5607000;119150000;-31958000;93915000;;-340000
TFSL;360767;USD;2016;Q3;2016-06-30;2016-08-05;280815430;283011869;20620000;5163000;-3000000;181000;-7935000;15029000;-2336000;-141819000;;-105078000;-5453000;159517000;-27664000;132080000;;42031000
TFSL;360767;USD;2016;Q4;2016-09-30;2016-11-23;279302394;281304753;22806000;5361000;-3000000;10206000;-5422000;29951000;-1646000;-262842000;;-256479000;-6603000;275903000;-33685000;256454000;;29926000
TFSL;360767;USD;2017;Q1;2016-12-31;2017-02-08;277925724;280272455;19610000;5787000;0;818000;70941000;97156000;-365000;-184213000;;-201797000;-6432000;330572000;-17670000;199813000;;95172000
TFSL;360767;USD;2017;Q2;2017-03-31;2017-05-05;277787284;279911556;23461000;5306000;-6000000;1133000;-56835000;-32935000;-298000;-283632000;;-296361000;-6477000;316822000;-7143000;243649000;;-85647000
TFSL;360767;USD;2017;Q3;2017-06-30;2017-08-07;277056490;278986397;22788000;5449000;-4000000;605000;-7709000;17133000;-676000;-100907000;;-91804000;-6338000;176583000;-19214000;98806000;;24135000
TFSL;360767;USD;2017;Q4;2017-09-30;2017-11-22;276083534;277904664;23018000;4343000;-7000000;4303000;2675000;27339000;-2811000;-152496000;;-164847000;-8462000;128605000;-10002000;140827000;;3319000
TFSL;360767;USD;2018;Q1;2017-12-31;2018-02-08;275816329;277624291;19613000;5394000;-3000000;5361000;70650000;98018000;-3802000;-150029000;;-161176000;-8408000;87478000;-7372000;118505000;;55347000
TFSL;360767;USD;2018;Q2;2018-03-31;2018-05-08;275656445;277256178;23314000;7267000;-4000000;1855000;-31336000;-2900000;-1942000;-115243000;;-128436000;-8464000;-41791000;-5613000;78860000;;-52476000
TFSL;360767;USD;2018;Q3;2018-06-30;2018-08-07;275468237;277200873;20875000;6856000;-2000000;-1326000;-3187000;21218000;-972000;11114000;;10468000;-8416000;-52303000;-4011000;-44228000;;-12542000
TFSL;360767;USD;2018;Q4;2018-09-30;2018-11-27;275419201;277112358;21605000;5670000;-2000000;1021000;4359000;30655000;-1657000;-200570000;;-195711000;-12341000;56938000;-2745000;176284000;;11228000
TFSL;360767;USD;2019;Q1;2018-12-31;2019-02-07;275376254;277073317;20333000;5406000;-2000000;1225000;-25859000;-895000;-917000;-48604000;;-76885000;-12305000;12630000;-3669000;94624000;;16844000
TFSL;360767;USD;2019;Q2;2019-03-31;2019-05-08;275359201;277343155;20130000;5212000;-4000000;1176000;21528000;44046000;-1076000;35936000;;27837000;-12404000;-144257000;-2468000;-99262000;;-27379000
TSC;988504;USD;2012;Q4;2012-12-31;2014-03-03;17394736;22392920;1956000;247000;;228000;-786000;1645000;;-30238000;;-27070000;0;-5000000;0;48491000;;23066000
TSC;988504;USD;2013;Q1;2013-03-31;2013-05-31;17436952;22541141;2855000;250000;;95000;690000;3890000;;-52915000;0;-46972000;;;;-16494000;;-59576000
TSC;988504;USD;2013;Q2;2013-06-30;2013-08-13;23373262;26009669;3872000;262000;;-13356000;9877000;655000;;-42991000;0;-114283000;;;;132355000;;18727000
TSC;988504;USD;2013;Q3;2013-09-30;2013-11-07;28690034;29114795;1330000;268000;;14679000;4611000;20888000;;4868000;0;-45847000;;0;0;5569000;;-19390000
TSC;988504;USD;2013;Q4;2013-12-31;2014-03-03;28858996;29306487;4810000;278000;;-1214000;3245000;7119000;;-94028000;0;-83413000;;0;0;83011000;;6717000
TSC;988504;USD;2014;Q1;2014-03-31;2014-05-02;28690279;29143467;4616000;423000;;-341000;-5504000;-806000;;-70568000;-42912000;-85561000;;0;0;231258000;;144891000
TSC;988504;USD;2014;Q2;2014-06-30;2014-08-04;28693741;29146492;514000;689000;;212000;10054000;11469000;;-59258000;0;-277465000;;100000000;34013000;167070000;;-98926000
TSC;988504;USD;2014;Q3;2014-09-30;2014-10-31;28712779;29005151;5706000;693000;;526000;4743000;11668000;;-93347000;0;-133612000;;10000000;0;28554000;;-93390000
TSC;988504;USD;2014;Q4;2014-12-31;2015-02-23;28417725;28776514;5092000;701000;;-550000;774000;6017000;;-105439000;0;-85298000;;0;-6771000;85858000;;6577000
TSC;988504;USD;2015;Q1;2015-03-31;2015-05-01;27891931;27953744;5056000;724000;;686000;-402000;6064000;;-77071000;;-59225000;;-40000000;-2998000;62005000;;8844000
TSC;988504;USD;2015;Q2;2015-06-30;2015-07-31;27718226;28184048;5728000;735000;;-1095000;971000;6339000;;-81280000;;-113822000;;0;-160000;93164000;;-14319000
TSC;988504;USD;2015;Q3;2015-09-30;2015-10-30;27728705;28281244;6118000;720000;;701000;1845000;9384000;;-103480000;0;-109288000;;50000000;0;100093000;;189000
TSC;988504;USD;2015;Q4;2015-12-31;2016-02-16;27746518;28530776;5586000;703000;;980000;2634000;9903000;;-181713000;0;-182781000;;80000000;-229000;169130000;;-3748000
TSC;988504;USD;2016;Q1;2016-03-31;2016-05-02;27679445;28241350;5843000;707000;;1288000;-13504000;-5666000;;-54868000;;-75158000;;30000000;-1742000;94641000;;13817000
TSC;988504;USD;2016;Q2;2016-06-30;2016-08-01;27549475;28225404;6773000;754000;;1418000;1880000;10825000;;-102118000;;-112765000;;-25000000;-1435000;105744000;;3804000
TSC;988504;USD;2016;Q3;2016-09-30;2016-10-31;27514724;28307632;8454000;780000;;1511000;-1749000;8996000;;-173806000;0;-176455000;;-20000000;-6352000;173898000;;6439000
TSC;988504;USD;2016;Q4;2016-12-31;2017-02-14;27631256;28662222;7571000;836000;;4079000;2418000;14904000;;-232646000;0;-230647000;;0;-1796000;199001000;;-16742000
TSC;988504;USD;2017;Q1;2017-03-31;2017-05-01;27627285;28717506;7492000;848000;;1365000;-8413000;1292000;;-138839000;;-133180000;;110000000;-1041000;140395000;;8507000
TSC;988504;USD;2017;Q2;2017-06-30;2017-07-31;27601702;28785625;8421000;833000;;2005000;-3662000;7597000;;-234955000;;-223909000;;14000000;-3079000;223526000;;7214000
TSC;988504;USD;2017;Q3;2017-09-30;2017-10-30;27515923;28659990;10032000;842000;;2252000;1074000;14200000;;-159631000;0;-150867000;0;-84500000;-2357000;153531000;;16864000
TSC;988504;USD;2017;Q4;2017-12-31;2018-02-23;27458422;28682167;12043000;843000;;12187000;-9949000;15124000;;-253470000;0;-268118000;0;56700000;-2198000;272568000;;19574000
TSC;988504;USD;2018;Q1;2018-03-31;2018-05-07;27594691;28711106;10401000;842000;;2862000;776000;14881000;;-118299000;;-144531000;0;-31200000;37865000;118530000;;-11120000
TSC;988504;USD;2018;Q2;2018-06-30;2018-08-06;27628120;28848969;14592000;887000;;2408000;-358000;17529000;;-250073000;;-298171000;-762000;-40000000;-1895000;299976000;;19334000
TSC;988504;USD;2018;Q3;2018-09-30;2018-11-05;27588607;28949924;14311000;896000;;2407000;5532000;23146000;;-206930000;0;-309538000;-679000;-2500000;-2086000;308560000;;22168000
TSC;988504;USD;2018;Q4;2018-12-31;2019-02-19;27522658;28823585;15120000;884000;;2414000;8724000;27142000;;-374312000;0;-457789000;-679000;141750000;-3168000;434097000;;3450000
TSC;988504;USD;2019;Q1;2019-03-31;2019-05-07;27832839;28703636;14564000;906000;;1263000;-20873000;-4140000;;-201971000;;-219333000;-679000;-6000000;-433000;277399000;;53926000
UMBF;256663;USD;2009;Q4;2009-12-31;2010-11-04;40084395;40084395;23858000;17607000;11500000;46217000;-79599000;19583000;-8940000;-201680000;-22161000;-737325000;-7470000;783209000;46000;1420084000;;702342000
UMBF;256663;USD;2010;Q1;2010-03-31;2010-05-05;40089527;40089527;26185000;16469000;8310000;19599000;-24570000;45993000;-2927000;309464000;-12386000;414021000;-7477000;-625197000;-2554000;-949357000;;-489343000
UMBF;256663;USD;2010;Q2;2010-06-30;2010-08-04;40079714;40079714;23013000;16794000;8100000;58376000;-59304000;46979000;-7282000;-61864000;-75141000;-301659000;-7484000;81422000;-1802000;272019000;;17339000
UMBF;256663;USD;2010;Q3;2010-09-30;2010-11-04;40081108;40081108;22772000;18322000;7700000;47853000;-50563000;46084000;-9116000;-51679000;-26878000;-205345000;-7485000;30262000;-2155000;202045000;;42784000
UMBF;256663;USD;2010;Q4;2010-12-31;2011-02-24;40036655;40036655;19032000;19879000;7400000;79567000;-84788000;41090000;-10474000;-202204000;-44749000;-886234000;-7882000;659380000;-88000;1078336000;;233192000
UMBF;256663;USD;2011;Q1;2011-03-31;2011-05-05;40070399;40070399;30870000;21335000;7100000;57876000;-45405000;71776000;-7069000;166178000;;148917000;-7751000;-409514000;-1104000;925646000;;1146339000
UMBF;256663;USD;2011;Q2;2011-06-30;2011-08-04;40080402;40080402;26321000;21688000;5600000;31726000;-38283000;47052000;-8098000;-103393000;;8859000;-7903000;-181726000;-1434000;-650018000;;-594107000
UMBF;256663;USD;2011;Q3;2011-09-30;2011-11-03;40020772;40020772;26015000;21789000;4500000;45105000;-83259000;14150000;-11453000;-94573000;-133000;-331177000;-7874000;-157983000;-4671000;-697622000;;-1014649000
UMBF;256663;USD;2011;Q4;2011-12-31;2012-02-28;39966167;39966167;23266000;23028000;5000000;64273000;-35423000;80144000;-8755000;-186229000;-1000;-548971000;-8273000;590133000;510000;1357258000;;888431000
UMBF;256663;USD;2012;Q1;2012-03-31;2012-05-03;40025456;40025456;46367000;22839000;4500000;34937000;-98408000;10235000;-6040000;-114909000;701000;-252255000;-8302000;-451228000;-1326000;109575000;;-132445000
UMBF;256663;USD;2012;Q2;2012-06-30;2012-08-02;40034649;40034649;29165000;22532000;4500000;56340000;-27497000;85040000;-13602000;-120472000;0;-241160000;-8324000;-102302000;-838000;-529607000;;-685727000
UMBF;256663;USD;2012;Q3;2012-09-30;2012-11-01;40081304;40081304;26125000;22482000;4500000;71418000;-42408000;82117000;-10840000;-60743000;828000;-208281000;-8320000;-245995000;2173000;26179000;;-99985000
UMBF;256663;USD;2012;Q4;2012-12-31;2013-02-25;39996303;39996303;21060000;23429000;4000000;71700000;-73478000;46711000;-12083000;-336933000;16068000;-839835000;-8841000;623318000;-12898000;1618044000;;824920000
